Health Care Authority (HCA),,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,,
"Effective July 1, 2011",,,,,,,,,
  Update 9/15/2011,,,,,,,,,
Link to Legend,,,,,,,,,
Code Status Indicator,Code,Mod,"July 1, 2011 NFS Max Allowable","July 1, 2011 FS Max allowable ",PA Required,Global Days,Assist at Surgery,Comments,
,67875,  ,98.64,56.57,,000,N,,
,67880,  ,262.50,211.97,,090,N,,
,67882,  ,325.30,273.77,,090,N,,
,67900,  ,369.59,296.11,PA,090,N,,
,67901,  ,417.50,334.36,EPA,090,N,,
,67902,  ,418.30,418.30,EPA,090,N,,
,67903,  ,348.45,284.64,EPA,090,N,,
,67904,  ,421.92,345.63,EPA,090,N,,
,67906,  ,284.03,284.03,EPA,090,N,,
,67908,  ,285.04,249.01,EPA,090,N,,
,67909,  ,310.40,255.65,PA,090,N,,
,67911,  ,324.09,324.09,,090,N,,
,67912,  ,511.91,283.63,,090,N,,
,67914,  ,223.85,167.28,,090,N,,
,67915,  ,197.68,145.34,,090,N,,
,67916,  ,309.60,249.81,,090,N,,
,67917,  ,338.59,276.38,,090,N,,
,67921,  ,214.18,157.62,,090,N,,
,67922,  ,191.03,139.70,,090,N,,
,67923,  ,327.72,270.75,,090,N,,
,67924,  ,338.39,261.29,,090,N,,
,67930,  ,211.57,142.32,,010,N,,
,67935,  ,344.83,261.09,,090,N,,
,67938,  ,138.29,66.43,,010,N,,
,67950,  ,331.54,270.14,PA,090,N,,
,67961,  ,332.55,264.91,,090,N,,
,67966,  ,443.46,380.66,,090,N,,
,67971,  ,424.34,424.34,,090,N,,
,67973,  ,547.94,547.94,,090,Y,,
,67974,  ,546.33,546.33,,090,Y,,
,67975,  ,401.39,401.39,,090,N,,
,67999,  ,B.R.,B.R.,,090,N,,
,68020,  ,68.04,63.41,,010,N,,
,68040,  ,37.84,31.20,,000,N,,
,68100,  ,96.83,56.36,,000,N,,
,68110,  ,129.23,86.16,,010,N,,
,68115,  ,176.54,104.68,,010,N,,
,68130,  ,300.94,229.28,,090,N,,
,68135,  ,88.97,85.96,,010,N,,
,68200,  ,24.36,19.93,,000,N,,
,68320,  ,415.89,311.41,,090,N,,
,68325,  ,382.87,382.87,,090,N,,
,68326,  ,375.02,375.02,,090,N,,
,68328,  ,414.48,414.48,,090,N,,
,68330,  ,347.85,266.92,,090,N,,
,68335,  ,375.83,375.83,,090,N,,
,68340,  ,313.22,230.89,,090,N,,
,68360,  ,305.37,237.94,,090,N,,
,68362,  ,381.06,381.06,,090,N,,
,68371,  ,229.88,229.88,PA,010,N,,
,68399,  ,B.R.,B.R.,,090,N,,
,68400,  ,161.24,78.10,,010,N,,
,68420,  ,181.37,97.43,,010,N,,
,68440,  ,60.59,56.77,,010,N,,
,68500,  ,574.11,574.11,,090,N,,
,68505,  ,566.86,566.86,,090,N,,
,68510,  ,260.08,172.51,,000,N,,
,68520,  ,390.52,390.52,,090,N,,
,68525,  ,157.42,157.42,,000,N,,
,68530,  ,248.00,151.78,,010,N,,
,68540,  ,527.81,527.81,,090,N,,
,68550,  ,646.37,646.37,,090,N,,
,68700,  ,350.87,350.87,,090,N,,
,68705,  ,136.48,96.62,,010,N,,
,68720,  ,436.62,436.62,,090,Y,,
,68745,  ,442.66,442.66,,090,Y,,
,68750,  ,457.35,457.35,,090,Y,,
,68760,  ,115.75,84.55,,010,N,,
,68761,  ,84.14,68.24,,010,N,,
,68770,  ,356.10,356.10,,090,N,,
,68801,  ,70.86,61.40,,010,N,,
,68810,  ,137.69,109.10,,010,N,,
,68811,  ,119.57,119.57,,010,N,,
,68815,  ,255.45,149.16,,010,N,,
,68816,,406.02,145.14,,010,N,,
,68840,  ,72.87,66.03,,010,N,,
,68850,  ,35.63,32.61,,000,N,,
,68899,  ,B.R.,B.R.,,090,N,,
,69000,  ,108.90,70.25,,010,N,,
,69005,  ,127.02,93.81,,010,N,,
,69020,  ,139.10,85.55,,010,N,,
,69090,  ,#,#,,000,N,,
,69100,  ,61.60,29.39,,000,N,,
,69105,  ,84.14,38.05,,000,N,,
,69110,  ,273.37,195.86,,090,N,,
,69120,  ,240.75,240.75,,090,N,,
,69140,  ,525.59,525.59,,090,N,,
,69145,  ,234.92,149.16,,090,N,,
,69150,  ,625.24,625.24,,090,N,,
,69155,  ,"1,003.88","1,003.88",,090,Y,,
,69200,  ,73.27,33.82,,000,N,,
,69205,  ,60.79,60.79,,010,N,,
,69210,  ,29.79,19.12,,000,N,,
,69220,  ,82.53,37.04,,000,N,,
,69222,  ,132.46,82.53,,010,N,,
,69300,  ,#,#,,010,N,,
,69310,  ,652.61,652.61,,090,N,,
,69320,  ,921.15,921.15,,090,Y,,
,69399,  ,B.R.,B.R.,,090,N,,
,69400,  ,87.16,37.04,,000,N,,
,69401,  ,50.73,29.39,,000,N,,
,69405,  ,155.60,115.55,,010,N,,
,69420,  ,114.94,72.27,,010,N,,
,69421,  ,90.18,90.18,,010,N,,
,69424,  ,77.10,37.04,,000,N,,
,69433,  ,119.57,78.31,,010,N,,
,69436,  ,97.43,97.43,,010,N,,
,69440,  ,412.26,412.26,,090,N,,
,69450,  ,325.30,325.30,,090,N,,
,69501,  ,438.43,438.43,,090,N,,
,69502,  ,582.36,582.36,,090,N,,
,69505,  ,723.27,723.27,,090,N,,
,69511,  ,741.99,741.99,,090,N,,
,69530,  ,993.82,993.82,,090,Y,,
,69535,  ,"1,604.56","1,604.56",,090,N,,
,69540,  ,125.81,76.70,,010,N,,
,69550,  ,626.04,626.04,,090,Y,,
,69552,  ,943.69,943.69,,090,Y,,
,69554,  ,"1,500.09","1,500.09",,090,Y,,
,69601,  ,627.65,627.65,,090,N,,
,69602,  ,653.02,653.02,,090,N,,
,69603,  ,760.31,760.31,,090,N,,
,69604,  ,670.33,670.33,,090,N,,
,69605,  ,938.46,938.46,,090,Y,,
,69610,  ,232.70,176.14,,010,N,,
,69620,  ,416.29,292.69,,090,N,,
,69631,  ,529.62,529.62,,090,N,,
,69632,  ,646.78,646.78,,090,N,,
,69633,  ,624.23,624.23,,090,N,,
,69635,  ,733.94,733.94,,090,N,,
,69636,  ,829.56,829.56,,090,N,,
,69637,  ,826.94,826.94,,090,N,,
,69641,  ,624.23,624.23,,090,N,,
,69642,  ,802.99,802.99,,090,N,,
,69643,  ,733.94,733.94,,090,N,,
,69644,  ,889.34,889.34,,090,N,,
,69645,  ,873.04,873.04,,090,N,,
,69646,  ,925.78,925.78,,090,N,,
,69650,  ,479.09,479.09,,090,N,,
,69660,  ,556.59,556.59,,090,N,,
,69661,  ,725.69,725.69,,090,N,,
,69662,  ,694.49,694.49,,090,N,,
,69666,  ,484.13,484.13,,090,N,,
,69667,  ,484.93,484.93,,090,N,,
,69670,  ,565.45,565.45,,090,Y,,
,69676,  ,499.22,499.22,,090,N,,
,69700,  ,413.67,413.67,,090,N,,
,69710,  ,#,#,,000,N,,
,69711,  ,#,#,,090,Y,,
,69714,  ,645.77,645.77,PA,090,N,,
,69715,  ,799.16,799.16,PA,090,N,,
,69717,  ,682.81,682.81,PA,090,N,,
,69718,  ,808.02,808.02,PA,090,N,,
,69720,  ,704.75,704.75,,090,N,,
,69725,  ,"1,129.70","1,129.70",,090,Y,,
,69740,  ,701.93,701.93,,090,Y,,
,69745,  ,748.63,748.63,,090,Y,,
,69799,  ,B.R.,B.R.,,090,N,,
,69801,  ,120.18,181.57,,000,N,,
,69802,  ,624.63,624.63,,090,Y,,
,69805,  ,632.69,632.69,,090,Y,,
,69806,  ,567.46,567.46,,090,N,,
,69820,  ,516.33,516.33,,090,Y,,
,69840,  ,503.05,503.05,,090,Y,,
,69905,  ,551.96,551.96,,090,N,,
,69910,  ,612.35,612.35,,090,N,,
,69915,  ,924.37,924.37,,090,Y,,
L,69930,  ,738.57,738.57,EPA/PA,090,N,0-20 years of age only,
,69949,  ,B.R.,B.R.,,090,N,,
,69950,  ,"1,129.49","1,129.49",,090,Y,,
,69955,  ,"1,190.49","1,190.49",,090,Y,,
,69960,  ,"1,157.07","1,157.07",,090,Y,,
,69970,  ,"1,290.33","1,290.33",,090,Y,,
,69979,  ,B.R.,B.R.,,090,N,,
,69990,  ,126.42,126.42,,000,Y,,
,70010,  ,76.49,76.49,,000,N,,
D,70010,TC,,,,,,,
D,70010,26,,,,,,,
,70015,  ,88.97,88.97,,000,N,,
,70015,TC,53.34,53.34,,000,N,,
,70015,26,35.43,35.43,,000,N,,
,70030,  ,17.31,17.31,,000,N,,
,70030,TC,12.28,12.28,,000,N,,
,70030,26,5.03,5.03,,000,N,,
,70100,  ,19.93,19.93,,000,N,,
,70100,TC,14.49,14.49,,000,N,,
,70100,26,5.44,5.44,,000,N,,
,70110,  ,23.95,23.95,,000,N,,
,70110,TC,16.71,16.71,,000,N,,
,70110,26,7.25,7.25,,000,N,,
,70120,  ,21.34,21.34,,000,N,,
,70120,TC,15.70,15.70,,000,N,,
,70120,26,5.44,5.44,,000,N,,
,70130,  ,34.02,34.02,,000,N,,
,70130,TC,23.95,23.95,,000,N,,
,70130,26,9.86,9.86,,000,N,,
,70134,  ,27.98,27.98,,000,N,,
,70134,TC,18.12,18.12,,000,N,,
,70134,26,9.86,9.86,,000,N,,
,70140,  ,18.32,18.32,,000,N,,
,70140,TC,12.48,12.48,,000,N,,
,70140,26,5.84,5.84,,000,N,,
,70150,  ,25.97,25.97,,000,N,,
,70150,TC,18.32,18.32,,000,N,,
,70150,26,7.65,7.65,,000,N,,
,70160,  ,19.93,19.93,,000,N,,
,70160,TC,14.90,14.90,,000,N,,
,70160,26,5.03,5.03,,000,N,,
,70170,  ,B.R.,B.R.,,000,N,,
,70170,TC,B.R.,B.R.,,000,N,,
,70170,26,9.06,9.06,,000,N,,
,70190,  ,21.74,21.74,,000,N,,
,70190,TC,15.30,15.30,,000,N,,
,70190,26,6.24,6.24,,000,N,,
,70200,  ,26.77,26.77,,000,N,,
,70200,TC,18.52,18.52,,000,N,,
,70200,26,8.25,8.25,,000,N,,
,70210,  ,18.72,18.72,,000,N,,
,70210,TC,13.49,13.49,,000,N,,
,70210,26,5.23,5.23,,000,N,,
,70220,  ,23.55,23.55,,000,N,,
,70220,TC,16.10,16.10,,000,N,,
,70220,26,7.25,7.25,,000,N,,
,70240,  ,17.92,17.92,,000,N,,
,70240,TC,12.28,12.28,,000,N,,
,70240,26,5.64,5.64,,000,N,,
,70250,  ,22.55,22.55,,000,N,,
,70250,TC,15.10,15.10,,000,N,,
,70250,26,7.25,7.25,,000,N,,
,70260,  ,28.58,28.58,,000,N,,
,70260,TC,18.72,18.72,,000,N,,
,70260,26,9.86,9.86,,000,N,,
,70300,  ,8.66,8.66,,000,N,,
,70300,TC,5.23,5.23,,000,N,,
,70300,26,3.42,3.42,,000,N,,
,70310,  ,22.75,22.75,,000,N,,
,70310,TC,17.51,17.51,,000,N,,
,70310,26,5.23,5.23,,000,N,,
,70320,  ,30.40,30.40,,000,N,,
,70320,TC,23.55,23.55,,000,N,,
,70320,26,6.84,6.84,,000,N,,
,70328,  ,18.72,18.72,,000,N,,
,70328,TC,13.29,13.29,,000,N,,
,70328,26,5.44,5.44,,000,N,,
,70330,  ,29.19,29.19,,000,N,,
,70330,TC,21.94,21.94,,000,N,,
,70330,26,7.25,7.25,,000,N,,
,70332,  ,51.73,51.73,,000,N,,
,70332,TC,34.62,34.62,,000,N,,
,70332,26,16.91,16.91,,000,N,,
,70336,  ,273.16,273.16,,000,N,,
,70336,TC,229.48,229.48,,000,N,,
,70336,26,43.48,43.48,,000,N,,
,70350,  ,12.88,12.88,,000,N,,
,70350,TC,7.25,7.25,,000,N,,
,70350,26,5.64,5.64,,000,N,,
,70355,  ,13.08,13.08,,000,N,,
,70355,TC,6.64,6.64,,000,N,,
,70355,26,6.24,6.24,,000,N,,
,70360,  ,16.71,16.71,,000,N,,
,70360,TC,11.68,11.68,,000,N,,
,70360,26,5.03,5.03,,000,N,,
,70370,  ,49.32,49.32,,000,N,,
,70370,TC,39.86,39.86,,000,N,,
,70370,26,9.46,9.46,,000,N,,
,70371,  ,56.97,56.97,,000,N,,
,70371,TC,32.41,32.41,,000,N,,
,70371,26,24.56,24.56,,000,N,,
,70373,  ,49.72,49.72,,000,N,,
,70373,TC,37.24,37.24,,000,N,,
,70373,26,12.48,12.48,,000,N,,
,70380,  ,23.95,23.95,,000,N,,
,70380,TC,18.52,18.52,,000,N,,
,70380,26,5.44,5.44,,000,N,,
,70390,  ,61.60,61.60,,000,N,,
,70390,TC,50.12,50.12,,000,N,,
,70390,26,11.47,11.47,,000,N,,
P,70450,  ,118.97,118.97,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70450,TC,94.01,94.01,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70450,26,24.96,24.96,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70460,  ,155.00,155.00,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70460,TC,121.79,121.79,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70460,26,33.42,33.42,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70470,  ,187.61,187.61,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70470,TC,149.97,149.97,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70470,26,37.64,37.64,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
,70480,  ,190.43,190.43,,000,N,,
,70480,TC,152.59,152.59,,000,N,,
,70480,26,37.84,37.84,,000,N,,
,70481,  ,221.23,221.23,,000,N,,
,70481,TC,180.36,180.36,,000,N,,
,70481,26,40.86,40.86,,000,N,,
,70482,  ,249.81,249.81,,000,N,,
,70482,TC,207.14,207.14,,000,N,,
,70482,26,42.68,42.68,,000,N,,
,70486,  ,158.83,158.83,,000,N,,
,70486,TC,125.01,125.01,,000,N,,
,70486,26,33.82,33.82,,000,N,,
,70487,  ,191.24,191.24,,000,N,,
,70487,TC,152.79,152.79,,000,N,,
,70487,26,38.45,38.45,,000,N,,
,70488,  ,232.50,232.50,,000,N,,
,70488,TC,190.63,190.63,,000,N,,
,70488,26,41.87,41.87,,000,N,,
,70490,  ,155.60,155.60,,000,N,,
,70490,TC,117.56,117.56,,000,N,,
,70490,26,37.84,37.84,,000,N,,
,70491,  ,187.41,187.41,,000,N,,
,70491,TC,146.55,146.55,,000,N,,
,70491,26,40.86,40.86,,000,N,,
,70492,  ,226.46,226.46,,000,N,,
,70492,TC,183.59,183.59,,000,N,,
,70492,26,42.68,42.68,,000,N,,
,70496,  ,359.92,359.92,,000,N,,
,70496,TC,307.99,307.99,,000,N,,
,70496,26,51.94,51.94,,000,N,,
,70498,  ,366.16,366.16,,000,N,,
,70498,TC,314.03,314.03,,000,N,,
,70498,26,51.94,51.94,,000,N,,
,70540,  ,302.96,302.96,,000,N,,
,70540,TC,263.10,263.10,,000,N,,
,70540,26,39.86,39.86,,000,N,,
,70542,  ,338.59,338.59,,000,N,,
,70542,TC,290.68,290.68,,000,N,,
,70542,26,47.91,47.91,,000,N,,
,70543,  ,442.46,442.46,,000,N,,
,70543,TC,379.05,379.05,,000,N,,
,70543,26,63.21,63.21,,000,N,,
,70544,  ,331.54,331.54,,000,N,,
,70544,TC,295.91,295.91,,000,N,,
,70544,26,35.43,35.43,,000,N,,
,70545,  ,329.33,329.33,,000,N,,
,70545,TC,293.90,293.90,,000,N,,
,70545,26,35.43,35.43,,000,N,,
,70546,  ,518.95,518.95,,000,N,,
,70546,TC,465.61,465.61,,000,N,,
,70546,26,53.34,53.34,,000,N,,
,70547,  ,330.94,330.94, ,000,N,,
,70547,TC,295.31,295.31,,000,N,,
,70547,26,35.43,35.43, ,000,N,,
,70548,  ,347.24,347.24,,000,N,,
,70548,TC,311.81,311.81,,000,N,,
,70548,26,35.43,35.43,,000,N,,
,70549,  ,519.15,519.15,,000,N,,
,70549,TC,466.01,466.01,,000,N,,
,70549,26,53.14,53.14,,000,N,,
P,70551,  ,313.42,313.42,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70551,TC,269.74,269.74,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70551,26,43.68,43.68,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70552,  ,349.66,349.66,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70552,TC,296.51,296.51,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70552,26,52.94,52.94,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70553,  ,439.24,439.24,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70553,TC,369.18,369.18,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,70553,26,69.85,69.85,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
,70554,,#,#,,000,N,,
,70554,TC,#,#,,000,N,,
,70554,26,#,#,,000,N,,
,70555,,#,#,,000,N,,
,70555,TC,#,#,,000,N,,
,70555,26,#,#,,000,N,,
,70557,  ,B.R.,B.R.,,000,N,,
,70557,TC,B.R.,B.R.,,000,N,,
,70557,26,105.88,105.88,,000,N,,
,70558,  ,B.R.,B.R.,,000,N,,
,70558,TC,B.R.,B.R.,,000,N,,
,70558,26,96.83,96.83,,000,N,,
,70559,  ,B.R.,B.R.,,000,N,,
,70559,TC,B.R.,B.R.,,000,N,,
,70559,26,97.83,97.83,,000,N,,
,71010,  ,14.29,14.29,,000,N,,
,71010,TC,9.06,9.06,,000,N,,
,71010,26,5.23,5.23,,000,N,,
,71015,  ,18.12,18.12,,000,N,,
,71015,TC,12.08,12.08,,000,N,,
,71015,26,6.04,6.04,,000,N,,
,71020,  ,18.72,18.72,,000,N,,
,71020,TC,12.28,12.28,,000,N,,
,71020,26,6.44,6.44,,000,N,,
,71021,  ,23.15,23.15,,000,N,,
,71021,TC,15.10,15.10,,000,N,,
,71021,26,7.85,7.85,,000,N,,
,71022,  ,28.18,28.18,,000,N,,
,71022,TC,19.12,19.12,,000,N,,
,71022,26,9.06,9.06,,000,N,,
,71023,  ,41.87,41.87,,000,N,,
,71023,TC,30.60,30.60,,000,N,,
,71023,26,11.27,11.27,,000,N,,
,71030,  ,27.98,27.98,,000,N,,
,71030,TC,18.92,18.92,,000,N,,
,71030,26,9.06,9.06,,000,N,,
,71034,  ,53.95,53.95,,000,N,,
,71034,TC,39.86,39.86,,000,N,,
,71034,26,14.09,14.09,,000,N,,
,71035,  ,21.54,21.54,,000,N,,
,71035,TC,15.90,15.90,,000,N,,
,71035,26,5.44,5.44,,000,N,,
,71040,  ,58.58,58.58,,000,N,,
,71040,TC,41.87,41.87,,000,N,,
,71040,26,16.71,16.71,,000,N,,
,71060,  ,85.55,85.55,,000,N,,
,71060,TC,63.81,63.81,,000,N,,
,71060,26,21.74,21.74,,000,N,,
,71090,  ,B.R.,B.R.,,000,N,,
,71090,TC,B.R.,B.R.,,000,N,,
,71090,26,16.91,16.91,,000,N,,
,71100,  ,19.53,19.53,,000,N,,
,71100,TC,13.08,13.08,,000,N,,
,71100,26,6.44,6.44,,000,N,,
,71101,  ,23.95,23.95,,000,N,,
,71101,TC,15.90,15.90,,000,N,,
,71101,26,7.85,7.85,,000,N,,
,71110,  ,24.76,24.76,,000,N,,
,71110,TC,16.91,16.91,,000,N,,
,71110,26,7.85,7.85,,000,N,,
,71111,  ,31.81,31.81,,000,N,,
,71111,TC,22.55,22.55,,000,N,,
,71111,26,9.26,9.26,,000,N,,
,71120,  ,19.32,19.32,,000,N,,
,71120,TC,13.49,13.49,,000,N,,
,71120,26,5.84,5.84,,000,N,,
,71130,  ,22.75,22.75,,000,N,,
,71130,TC,16.10,16.10,,000,N,,
,71130,26,6.44,6.44,,000,N,,
,71250,  ,151.78,151.78,,000,N,,
,71250,TC,121.59,121.59,,000,N,,
,71250,26,30.20,30.20,,000,N,,
,71260,  ,188.22,188.22,,000,N,,
,71260,TC,151.38,151.38,,000,N,,
,71260,26,36.84,36.84,,000,N,,
,71270,  ,231.29,231.29,,000,N,,
,71270,TC,190.43,190.43,,000,N,,
,71270,26,40.86,40.86,,000,N,,
,71275,  ,287.66,287.66,,000,N,,
,71275,TC,230.49,230.49,,000,N,,
,71275,26,56.97,56.97,,000,N,,
,71550,  ,342.41,342.41,,000,N,,
,71550,TC,299.53,299.53,,000,N,,
,71550,26,42.88,42.88,,000,N,,
,71551,  ,385.89,385.89,,000,N,,
,71551,TC,334.96,334.96,,000,N,,
,71551,26,50.93,50.93,,000,N,,
,71552,  ,508.48,508.48,,000,N,,
,71552,TC,441.45,441.45,,000,N,,
,71552,26,67.03,67.03,,000,N,,
,71555,  ,335.97,335.97,,000,N,,
,71555,TC,282.22,282.22,,000,N,,
,71555,26,53.75,53.75,,000,N,,
,72010,  ,44.89,44.89,,000,N,,
,72010,TC,31.40,31.40,,000,N,,
,72010,26,13.49,13.49,,000,N,,
,72020,  ,14.49,14.49,,000,N,,
,72020,TC,9.86,9.86,,000,N,,
,72020,26,4.63,4.63,,000,N,,
,72040,  ,23.55,23.55,,000,N,,
,72040,TC,16.71,16.71,,000,N,,
,72040,26,7.05,7.05,,000,N,,
,72050,  ,32.01,32.01,,000,N,,
,72050,TC,22.55,22.55,,000,N,,
,72050,26,9.46,9.46,,000,N,,
,72052,  ,40.66,40.66,,000,N,,
,72052,TC,29.79,29.79,,000,N,,
,72052,26,10.87,10.87,,000,N,,
,72069,  ,22.55,22.55,,000,N,,
,72069,TC,15.50,15.50,,000,N,,
,72069,26,7.05,7.05,,000,N,,
,72070,  ,20.53,20.53,,000,N,,
,72070,TC,13.89,13.89,,000,N,,
,72070,26,6.64,6.64,,000,N,,
,72072,  ,22.95,22.95,,000,N,,
,72072,TC,16.51,16.51,,000,N,,
,72072,26,6.44,6.44,,000,N,,
,72074,  ,26.97,26.97,,000,N,,
,72074,TC,20.53,20.53,,000,N,,
,72074,26,6.44,6.44,,000,N,,
,72080,  ,22.14,22.14,,000,N,,
,72080,TC,15.10,15.10,,000,N,,
,72080,26,7.05,7.05,,000,N,,
,72090,  ,29.99,29.99,,000,N,,
,72090,TC,20.94,20.94,,000,N,,
,72090,26,9.06,9.06,,000,N,,
,72100,  ,24.56,24.56,,000,N,,
,72100,TC,17.71,17.71,,000,N,,
,72100,26,7.05,7.05,,000,N,,
,72110,  ,33.62,33.62,,000,N,,
,72110,TC,24.16,24.16,,000,N,,
,72110,26,9.46,9.46,,000,N,,
,72114,  ,45.09,45.09,,000,N,,
,72114,TC,33.82,33.82,,000,N,,
,72114,26,11.27,11.27,,000,N,,
,72120,  ,31.20,31.20,,000,N,,
,72120,TC,24.16,24.16,,000,N,,
,72120,26,7.05,7.05,,000,N,,
,72125,  ,152.59,152.59,,000,N,,
,72125,TC,122.39,122.39,,000,N,,
,72125,26,30.20,30.20,,000,N,,
,72126,  ,187.81,187.81,,000,N,,
,72126,TC,151.78,151.78,,000,N,,
,72126,26,36.03,36.03,,000,N,,
,72127,  ,227.67,227.67,,000,N,,
,72127,TC,190.23,190.23,,000,N,,
,72127,26,37.44,37.44,,000,N,,
,72128,  ,152.38,152.38,,000,N,,
,72128,TC,122.19,122.19,,000,N,,
,72128,26,30.20,30.20,,000,N,,
,72129,  ,188.22,188.22,,000,N,,
,72129,TC,151.98,151.98,,000,N,,
,72129,26,36.23,36.23,,000,N,,
,72130,  ,227.87,227.87,,000,N,,
,72130,TC,190.43,190.43,,000,N,,
,72130,26,37.44,37.44,,000,N,,
,72131,  ,151.98,151.98,,000,N,,
,72131,TC,121.79,121.79,,000,N,,
,72131,26,30.20,30.20,,000,N,,
,72132,  ,187.81,187.81,,000,N,,
,72132,TC,151.58,151.58,,000,N,,
,72132,26,36.23,36.23,,000,N,,
,72133,  ,227.67,227.67,,000,N,,
,72133,TC,190.23,190.23,,000,N,,
,72133,26,37.44,37.44,,000,N,,
P,72141,  ,282.63,282.63,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72141,TC,235.12,235.12,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72141,26,47.51,47.51,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72142,  ,353.68,353.68,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72142,TC,296.72,296.72,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72142,26,56.77,56.77,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
,72146,  ,286.65,286.65,,000,N,,
,72146,TC,239.14,239.14,,000,N,,
,72146,26,47.51,47.51,,000,N,,
,72147,  ,318.86,318.86,,000,N,,
,72147,TC,261.89,261.89,,000,N,,
,72147,26,56.97,56.97,,000,N,,
P,72148,  ,282.83,282.83,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72148,TC,238.74,238.74,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72148,26,44.08,44.08,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72149,  ,348.05,348.05,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72149,TC,294.90,294.90,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72149,26,52.94,52.94,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72156,  ,439.24,439.24,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72156,TC,362.94,362.94,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72156,26,76.29,76.29,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
,72157,  ,413.07,413.07,,000,N,,
,72157,TC,336.77,336.77,,000,N,,
,72157,26,76.29,76.29,,000,N,,
P,72158,  ,432.19,432.19,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72158,TC,361.94,361.94,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72158,26,70.25,70.25,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
,72159,  ,371.60,371.60,,000,N,,
,72159,TC,318.05,318.05,,000,N,,
,72159,26,53.55,53.55,,000,N,,
,72170,  ,16.51,16.51,,000,N,,
,72170,TC,10.87,10.87,,000,N,,
,72170,26,5.64,5.64,,000,N,,
,72190,  ,25.36,25.36,,000,N,,
,72190,TC,18.72,18.72,,000,N,,
,72190,26,6.84,6.84,,000,N,,
,72191,  ,275.58,275.58,,000,N,,
,72191,TC,221.63,221.63,,000,N,,
,72191,26,53.95,53.95,,000,N,,
P,72192,  ,147.15,147.15,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72192,TC,114.94,114.94,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72192,26,32.21,32.21,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72193,  ,178.15,178.15,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72193,TC,143.73,143.73,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72193,26,34.42,34.42,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72194,  ,228.48,228.48,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72194,TC,192.24,192.24,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
P,72194,26,36.03,36.03,PA,000,N,Must have prior authorization through Qualis effective for DOS 10/1/2011,
,72195,  ,311.61,311.61,,000,N,,
,72195,TC,268.13,268.13,,000,N,,
