Medicaid Purchasing Administration ,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,
"Effective January 1, 2011",,,,,,,,
"Fee Schedule Updated March 30, 2012",,,,,,,,
Link to Legend,,,,,,,,
Code Status Indicator,Code,Mod,NFS Maximum Allowable ,FS Maximum Allowable ,PA Required,Global Days,Assist at surgery,Comments
,60545,  ,714.69,714.69,,090,Y,
,60600,  ,844.07,844.07,,090,Y,
,60605,  ,"1,067.93","1,067.93",,090,Y,
,60650,  ,698.02,698.02,,090,Y,
,60659,  ,B.R.,B.R.,,090,Y,
,60699,  ,B.R.,B.R.,,090,Y,
,61000,  ,63.13,63.13,,000,N,
,61001,  ,69.58,69.58,,000,N,
,61020,  ,74.69,74.69,,000,N,
,61026,  ,72.91,72.91,,000,N,
,61050,  ,61.80,61.80,,000,N,
,61055,  ,80.47,80.47,,000,N,
,61070,  ,47.13,47.13,,000,N,
,61105,  ,247.42,247.42,,090,N,
,61107,  ,179.40,179.40,,000,N,
,61108,  ,494.62,494.62,,090,N,
,61120,  ,407.03,407.03,,090,N,
,61140,  ,696.02,696.02,,090,Y,
,61150,  ,748.71,748.71,,090,N,
,61151,  ,544.64,544.64,,090,N,
,61154,  ,698.02,698.02,,090,Y,
,61156,  ,692.46,692.46,,090,Y,
,61210,  ,209.63,209.63,,000,N,
,61215,  ,272.54,272.54,,090,N,
,61250,  ,472.17,472.17,,090,Y,
,61253,  ,490.39,490.39,,090,Y,
,61304,  ,912.99,912.99,,090,Y,
,61305,  ,"1,116.61","1,116.61",,090,Y,
,61312,  ,"1,157.96","1,157.96",,090,Y,
,61313,  ,"1,100.39","1,100.39",,090,Y,
,61314,  ,"1,013.91","1,013.91",,090,Y,
,61315,  ,"1,152.85","1,152.85",,090,Y,
,61316,  ,49.57,49.57,,000,N,
,61320,  ,"1,062.82","1,062.82",,090,Y,
,61321,  ,"1,175.30","1,175.30",,090,Y,
,61322,  ,"1,310.68","1,310.68",,090,Y,
,61323,  ,"1,325.35","1,325.35",,090,N,
,61330,  ,963.89,963.89,,090,Y,
,61332,  ,"1,085.94","1,085.94",,090,Y,
,61333,  ,"1,123.50","1,123.50",,090,Y,
,61334,  ,746.26,746.26,,090,Y,
,61340,  ,796.72,796.72,,090,Y,
,61343,  ,"1,226.21","1,226.21",,090,Y,
,61345,  ,"1,135.51","1,135.51",,090,Y,
,61440,  ,"1,112.39","1,112.39",,090,Y,
,61450,  ,"1,067.04","1,067.04",,090,Y,
,61458,  ,"1,119.50","1,119.50",,090,Y,
,61460,  ,"1,160.63","1,160.63",,090,Y,
,61470,  ,"1,067.26","1,067.26",,090,Y,
,61480,  ,920.54,920.54,,090,Y,
,61490,  ,"1,055.93","1,055.93",,090,Y,
,61500,  ,749.60,749.60,,090,Y,
,61501,  ,645.56,645.56,,090,Y,
,61510,  ,"1,213.54","1,213.54",,090,Y,
,61512,  ,"1,425.39","1,425.39",,090,Y,
,61514,  ,"1,060.82","1,060.82",,090,Y,
,61516,  ,"1,031.47","1,031.47",,090,Y,
,61517,  ,49.57,49.57,,000,N,
,61518,  ,"1,538.32","1,538.32",,090,Y,
,61519,  ,"1,649.69","1,649.69",,090,Y,
,61520,  ,"2,121.63","2,121.63",,090,Y,
,61521,  ,"1,776.84","1,776.84",,090,Y,
,61522,  ,"1,219.76","1,219.76",,090,Y,
,61524,  ,"1,155.07","1,155.07",,090,Y,
,61526,  ,"2,011.15","2,011.15",,090,N,
,61530,  ,"1,708.15","1,708.15",,090,N,
,61531,  ,673.57,673.57,,090,Y,
,61533,  ,844.96,844.96,,090,Y,
,61534,  ,911.87,911.87,,090,Y,
,61535,  ,549.08,549.08,,090,Y,
,61536,  ,"1,443.84","1,443.84",,090,Y,
,61537,  ,"1,362.70","1,362.70",,090,Y,
,61538,  ,"1,469.18","1,469.18",,090,Y,
,61539,  ,"1,311.35","1,311.35",,090,Y,
,61540,  ,"1,217.76","1,217.76",,090,Y,
,61541,  ,"1,194.64","1,194.64",,090,Y,
,61542,  ,"1,278.23","1,278.23",,090,Y,
,61543,  ,"1,199.75","1,199.75",,090,Y,
,61544,  ,"1,012.58","1,012.58",,090,Y,
,61545,  ,"1,772.40","1,772.40",,090,Y,
,61546,  ,"1,283.78","1,283.78",,090,Y,
,61548,  ,881.64,881.64,,090,Y,
,61550,  ,550.41,550.41,,090,Y,
,61552,  ,719.36,719.36,,090,Y,
,61556,  ,933.66,933.66,,090,Y,
,61557,  ,935.88,935.88,,090,Y,
,61558,  ,"1,043.92","1,043.92",,090,Y,
,61559,  ,"1,189.31","1,189.31",,090,Y,
,61563,  ,"1,103.50","1,103.50",,090,Y,
,61564,  ,"1,343.36","1,343.36",,090,Y,
,61566,  ,"1,257.77","1,257.77",,090,Y,
,61567,  ,"1,436.06","1,436.06",,090,Y,
,61570,  ,"1,030.81","1,030.81",,090,Y,
,61571,  ,"1,108.39","1,108.39",,090,Y,
,61575,  ,"1,378.48","1,378.48",,090,Y,
,61576,  ,"2,075.17","2,075.17",,090,Y,
,61580,  ,"1,396.71","1,396.71",,090,N,
,61581,  ,"1,554.99","1,554.99",,090,N,
,61582,  ,"1,635.02","1,635.02",,090,Y,
,61583,  ,"1,605.67","1,605.67",,090,Y,
,61584,  ,"1,575.66","1,575.66",,090,Y,
,61585,  ,"1,736.16","1,736.16",,090,Y,
,61586,  ,"1,266.67","1,266.67",,090,Y,
,61590,  ,"1,769.51","1,769.51",,090,Y,
,61591,  ,"1,786.63","1,786.63",,090,Y,
,61592,  ,"1,762.62","1,762.62",,090,Y,
,61595,  ,"1,348.92","1,348.92",,090,N,
,61596,  ,"1,460.96","1,460.96",,090,Y,
,61597,  ,"1,627.46","1,627.46",,090,Y,
,61598,  ,"1,496.52","1,496.52",,090,Y,
,61600,  ,"1,214.65","1,214.65",,090,Y,
,61601,  ,"1,318.24","1,318.24",,090,Y,
,61605,  ,"1,268.00","1,268.00",,090,Y,
,61606,  ,"1,684.81","1,684.81",,090,Y,
,61607,  ,"1,613.45","1,613.45",,090,Y,
,61608,  ,"1,806.63","1,806.63",,090,Y,
,61609,  ,349.23,349.23,,000,Y,
,61610,  ,"1,061.48","1,061.48",,000,Y,
,61611,  ,238.97,238.97,,000,Y,
,61612,  ,882.31,882.31,,000,Y,
,61613,  ,"1,807.30","1,807.30",,090,Y,
,61615,  ,"1,360.48","1,360.48",,090,Y,
,61616,  ,"1,855.32","1,855.32",,090,Y,
,61618,  ,728.48,728.48,,090,Y,
,61619,  ,840.07,840.07,,090,Y,
,61623,  ,330.56,330.56,,000,N,
,61624,  ,660.01,660.01,,000,N,
,61626,  ,528.85,528.85,,000,N,
,61630,  ,#,#,,000,Y,
,61635,  ,#,#,,000,Y,
,61640,  ,378.35,378.35,,000,N,
,61641,  ,133.16,133.16,,000,N,
,61642,  ,265.87,265.87,,000,N,
,61680,  ,"1,262.44","1,262.44",,090,Y,
,61682,  ,"2,355.27","2,355.27",,090,Y,
,61684,  ,"1,579.22","1,579.22",,090,Y,
,61686,  ,"2,529.33","2,529.33",,090,Y,
,61690,  ,"1,214.20","1,214.20",,090,Y,
,61692,  ,"2,047.61","2,047.61",,090,Y,
,61697,  ,"2,355.94","2,355.94",,090,Y,
,61698,  ,"2,569.57","2,569.57",,090,Y,
,61700,  ,"1,922.67","1,922.67",,090,Y,
,61702,  ,"2,235.23","2,235.23",,090,Y,
,61703,  ,753.82,753.82,,090,Y,
,61705,  ,"1,438.50","1,438.50",,090,Y,
,61708,  ,"1,217.98","1,217.98",,090,Y,
,61710,  ,"1,096.38","1,096.38",,090,N,
,61711,  ,"1,451.40","1,451.40",,090,Y,
,61720,  ,681.79,681.79,,090,N,
,61735,  ,851.63,851.63,,090,N,
,61750,  ,780.72,780.72,,090,N,
,61751,  ,760.93,760.93,,090,N,
,61760,  ,864.08,864.08,,090,N,
,61770,  ,880.53,880.53,,090,N,
N,61781,,#,#,,000,N,
N,61782,,#,#,,000,N,
N,61783,,#,#,,000,N,
,61790,  ,475.06,475.06,,090,N,
,61791,  ,611.55,611.55,,090,N,
D,61795,  ,,,,,,
,61796,,528.41,528.41,,090,Y,
,61797,,121.60,121.60,,000,Y,
,61798,,696.91,696.91,,090,Y,
,61799,,168.28,168.28,,000,Y,
,61800,,84.03,84.03,,000,Y,
,61850,  ,543.75,543.75,,090,Y,
,61860,  ,870.97,870.97,,090,Y,
,61863,  ,833.85,833.85,PA,090,Y,
,61864,  ,161.83,161.83,PA,000,Y,
,61867,  ,"1,274.67","1,274.67",PA,090,Y,
,61868,  ,285.21,285.21,PA,000,Y,
,61870,  ,658.67,658.67,,090,Y,
,61875,  ,584.43,584.43,,090,Y,
,61880,  ,306.77,306.77,,090,Y,
L,61885,  ,360.57,360.57,PA,090,N,
L,61886,  ,455.49,455.49,PA,090,N,
L,61888,  ,218.08,218.08,PA,010,N,
,62000,  ,536.63,536.63,,090,N,
,62005,  ,697.80,697.80,,090,Y,
,62010,  ,842.52,842.52,,090,Y,
,62100,  ,899.65,899.65,,090,Y,
,62115,  ,728.25,728.25,,090,Y,
,62116,  ,985.68,985.68,,090,Y,
,62117,  ,"1,017.24","1,017.24",,090,Y,
,62120,  ,995.24,995.24,,090,Y,
,62121,  ,963.89,963.89,,090,Y,
,62140,  ,579.09,579.09,,090,Y,
,62141,  ,637.56,637.56,,090,Y,
,62142,  ,489.73,489.73,,090,Y,
,62143,  ,573.31,573.31,,090,Y,
,62145,  ,786.94,786.94,,090,Y,
,62146,  ,683.57,683.57,,090,Y,
,62147,  ,808.95,808.95,,090,Y,
,62148,  ,71.36,71.36,,000,N,
,62160,  ,108.04,108.04,,000,N,
,62161,  ,842.52,842.52,,090,Y,
,62162,  ,"1,054.15","1,054.15",,090,Y,
,62163,  ,678.68,678.68,,090,Y,
,62164,  ,"1,147.51","1,147.51",,090,Y,
,62165,  ,883.86,883.86,,090,N,
,62180,  ,889.64,889.64,,090,Y,
,62190,  ,506.84,506.84,,090,N,
,62192,  ,539.08,539.08,,090,Y,
,62194,  ,217.19,217.19,,010,N,
,62200,  ,763.38,763.38,,090,Y,
,62201,  ,661.12,661.12,,090,N,
,62220,  ,562.20,562.20,,090,Y,
,62223,  ,582.20,582.20,,090,Y,
,62225,  ,280.32,280.32,,090,N,
,62230,  ,465.50,465.50,,090,Y,
,62252,TC,31.12,31.12,,000,N,
,62252,  ,57.35,57.35,,000,N,
,62252,26,26.23,26.23,,000,N,
,62256,  ,325.67,325.67,,090,Y,
,62258,  ,624.44,624.44,,090,Y,
,62263,  ,387.02,225.86,,010,N,
,62264,  ,232.30,135.60,,010,N,
,62267,,150.94,97.81,,000,N,
,62268,  ,259.42,153.61,,000,N,
,62269,  ,278.76,157.61,,000,N,
,62270,  ,89.81,46.46,,000,N,
,62272,  ,107.37,48.91,,000,N,
,62273,  ,95.81,65.36,,000,N,
,62280,  ,177.62,90.70,,010,N,
,62281,  ,165.84,87.14,,010,N,
,62282,  ,168.06,80.69,,010,N,
,62284,  ,125.38,52.46,,000,N,
,62287,  ,319.22,319.22,,090,N,
,62290,  ,#,#,,000,N,
,62291,  ,#,#,,000,N,
,62292,  ,285.88,285.88,,090,N,
,62294,  ,427.26,427.26,,090,N,
,62310,  ,133.82,66.25,,000,N,
,62311,  ,116.26,54.91,,000,N,
,62318,  ,139.60,65.80,,000,N,
,62319,  ,127.60,61.80,,000,N,
,62350,  ,221.41,221.41,,010,N,
,62351,  ,478.39,478.39,,090,Y,
,62355,  ,167.17,167.17,,010,N,
,62360,  ,168.50,168.50,,010,N,
,62361,  ,222.74,222.74,,010,N,
,62362,  ,231.41,231.41,,010,N,
,62365,  ,183.62,183.62,,010,N,
,62367,  ,22.90,14.45,,000,N,
,62368,  ,32.68,22.23,,000,N,
,63001,  ,688.69,688.69,,090,Y,
,63003,  ,692.46,692.46,,090,Y,
,63005,  ,659.79,659.79,,090,Y,
,63011,  ,612.44,612.44,,090,Y,
,63012,  ,667.34,667.34,,090,Y,
,63015,  ,826.07,826.07,,090,Y,
,63016,  ,848.52,848.52,,090,Y,
,63017,  ,695.80,695.80,,090,Y,
,63020,  ,652.67,652.67,,090,Y,
,63030,  ,540.86,540.86,,090,Y,
,63035,  ,111.59,111.59,,000,Y,
,63040,  ,789.17,789.17,,090,Y,
,63042,  ,734.03,734.03,,090,Y,
,63043,  ,394.80,394.80,,000,Y,
,63044,  ,367.24,367.24,,000,Y,
,63045,  ,710.47,710.47,,090,Y,
,63046,  ,679.35,679.35,,090,Y,
,63047,  ,617.99,617.99,,090,Y,
,63048,  ,122.71,122.71,,000,Y,
,63050,  ,865.64,865.64,,090,Y,
,63051,  ,967.67,967.67,,090,Y,
,63055,  ,912.76,912.76,,090,Y,
,63056,  ,835.63,835.63,,090,Y,
,63057,  ,185.62,185.62,,000,Y,
,63064,  ,995.24,995.24,,090,Y,
,63066,  ,117.82,117.82,,000,Y,
,63075,  ,773.38,773.38,,090,Y,
,63076,  ,144.05,144.05,,000,Y,
,63077,  ,853.63,853.63,,090,Y,
,63078,  ,113.60,113.60,,000,Y,
,63081,  ,998.79,998.79,,090,Y,
,63082,  ,155.17,155.17,,000,Y,
,63085,  ,"1,082.60","1,082.60",,090,Y,
,63086,  ,111.59,111.59,,000,Y,
,63087,  ,"1,368.48","1,368.48",,090,Y,
,63088,  ,151.16,151.16,,000,Y,
,63090,  ,"1,127.28","1,127.28",,090,Y,
,63091,  ,104.48,104.48,,000,Y,
,63101,  ,"1,305.12","1,305.12",,090,Y,
,63102,  ,"1,276.89","1,276.89",,090,Y,
,63103,  ,170.06,170.06,,000,Y,
,63170,  ,872.53,872.53,,090,Y,
,63172,  ,778.94,778.94,,090,Y,
,63173,  ,958.56,958.56,,090,Y,
,63180,  ,782.27,782.27,,090,Y,
,63182,  ,854.30,854.30,,090,Y,
,63185,  ,659.56,659.56,,090,Y,
,63190,  ,722.48,722.48,,090,Y,
,63191,  ,663.12,663.12,,090,Y,
,63194,  ,800.28,800.28,,090,Y,
,63195,  ,846.07,846.07,,090,Y,
,63196,  ,881.42,881.42,,090,Y,
,63197,  ,947.89,947.89,,090,Y,
,63198,  ,952.78,952.78,,090,Y,
,63199,  ,"1,069.93","1,069.93",,090,Y,
,63200,  ,844.96,844.96,,090,Y,
,63250,  ,"1,652.58","1,652.58",,090,Y,
,63251,  ,"1,694.37","1,694.37",,090,Y,
,63252,  ,"1,692.81","1,692.81",,090,Y,
,63265,  ,930.99,930.99,,090,Y,
,63266,  ,959.45,959.45,,090,Y,
,63267,  ,769.38,769.38,,090,Y,
,63268,  ,795.83,795.83,,090,Y,
,63270,  ,"1,151.74","1,151.74",,090,Y,
,63271,  ,"1,154.85","1,154.85",,090,Y,
,63272,  ,"1,064.15","1,064.15",,090,Y,
,63273,  ,"1,018.36","1,018.36",,090,Y,
,63275,  ,"1,001.91","1,001.91",,090,Y,
,63276,  ,996.13,996.13,,090,Y,
,63277,  ,869.42,869.42,,090,Y,
,63278,  ,872.08,872.08,,090,Y,
,63280,  ,"1,181.08","1,181.08",,090,Y,
,63281,  ,"1,167.30","1,167.30",,090,Y,
,63282,  ,"1,101.27","1,101.27",,090,Y,
,63283,  ,"1,050.15","1,050.15",,090,Y,
,63285,  ,"1,450.95","1,450.95",,090,Y,
,63286,  ,"1,438.28","1,438.28",,090,Y,
,63287,  ,"1,528.31","1,528.31",,090,Y,
,63290,  ,"1,554.54","1,554.54",,090,Y,
,63295,  ,186.51,186.51,,000,Y,
,63300,  ,"1,027.69","1,027.69",,090,Y,
,63301,  ,"1,198.86","1,198.86",,090,Y,
,63302,  ,"1,186.86","1,186.86",,090,Y,
,63303,  ,"1,251.10","1,251.10",,090,Y,
,63304,  ,"1,302.68","1,302.68",,090,Y,
,63305,  ,"1,358.03","1,358.03",,090,Y,
,63306,  ,"1,368.92","1,368.92",,090,Y,
,63307,  ,"1,301.79","1,301.79",,090,Y,
,63308,  ,185.18,185.18,,000,Y,
,63600,  ,471.72,471.72,,090,N,
,63610,  ,698.91,241.42,,000,N,
,63615,  ,653.78,653.78,,090,N,
,63620,,575.98,575.98,,090,Y,
,63621,,139.83,139.83,,000,Y,
,63650,  ,238.97,238.97,PA,010,N,
P,63655,  ,477.50,477.50,PA,090,Y,
,63661,,336.78,191.62,PA,010,Y,
,63662,,415.92,415.92,PA,090,Y,
,63663,,482.39,279.21,PA,010,Y,
,63664,,432.60,432.60,PA,090,Y,
,63685,  ,224.75,224.75,PA,010,Y,
,63688,  ,202.96,202.96,PA,010,N,
,63700,  ,704.69,704.69,,090,Y,
,63702,  ,784.50,784.50,,090,Y,
,63704,  ,885.87,885.87,,090,Y,
,63706,  ,"1,007.46","1,007.46",,090,Y,
,63707,  ,507.96,507.96,,090,Y,
,63709,  ,617.55,617.55,,090,Y,
,63710,  ,616.44,616.44,,090,Y,
,63740,  ,524.18,524.18,,090,Y,
,63741,  ,338.56,338.56,,090,Y,
,63744,  ,363.91,363.91,,090,Y,
,63746,  ,320.11,320.11,,090,N,
,64400,  ,63.13,38.01,,000,N,
,64402,  ,64.47,42.68,,000,N,
,64405,  ,62.24,44.68,,000,N,
,64408,  ,69.14,52.02,,000,N,
,64410,  ,83.14,47.79,,000,N,
,64412,  ,82.92,42.24,,000,N,
,64413,  ,66.91,45.35,,000,N,
,64415,  ,73.58,42.24,,000,N,
,64416,  ,49.35,49.35,,000,N,
,64417,  ,73.80,41.57,,000,N,
,64418,  ,77.58,42.90,,000,N,
,64420,  ,92.25,38.68,,000,N,
,64421,  ,136.49,53.35,,000,N,
,64425,  ,74.69,54.91,,000,N,
,64430,  ,86.25,50.24,,000,N,
,64435,  ,81.58,49.13,,000,N,
,64445,  ,77.36,46.91,,000,N,
,64446,  ,50.68,50.68,,000,N,
,64447,  ,40.01,40.01,,000,N,
,64448,  ,44.90,44.90,,000,N,
,64449,  ,51.13,51.13,,000,N,
,64450,  ,58.69,40.68,,000,N,
,64455,,29.79,23.12,,000,N,
,64479,  ,160.28,73.14,,000,N,
,64480,  ,81.14,47.79,,000,N,
,64483,  ,154.50,63.58,,000,N,
,64484,  ,78.47,40.01,,000,N,
,64490,,111.37,65.36,,000,Y,
,64491,,55.80,37.12,,000,Y,
,64492,,56.46,37.79,,000,Y,
,64493,,99.37,55.35,,000,Y,
,64494,,50.91,31.79,,000,Y,
,64495,,51.57,32.46,,000,Y,
,64505,  ,57.13,48.02,,000,N,
,64508,  ,86.47,42.68,,000,N,
,64510,  ,78.69,40.01,,000,N,
,64517,  ,99.15,70.25,,000,N,
,64520,  ,106.70,44.90,,000,N,
,64530,  ,109.82,52.91,,000,N,
,64550,  ,#,#,,000,N,
,64553,  ,119.15,93.14,,010,N,
,64555,  ,119.82,88.48,,010,N,
,64560,  ,118.49,89.81,,010,N,
,64561,  ,629.33,247.64,,010,N,
,64565,  ,100.04,71.14,,010,N,
N,64566,,#,#,,000,N,
N/R,64568,,411.92,411.92,PA,090,N,
N,64569,,392.80,392.80,PA,090,N,
N/R,64570,,342.56,342.56,PA,090,N,
D,64573,  ,,,,,,
,64575,  ,161.39,161.39,,090,N,
,64577,  ,211.85,211.85,,090,N,
,64580,  ,173.17,173.17,,090,Y,
,64581,  ,477.95,477.95,,090,N,
,64585,  ,179.84,90.70,,010,N,
,64590,  ,172.95,101.37,PA,010,N,
,64595,  ,174.28,79.58,,010,N,
,64600,  ,230.97,125.38,PA,010,N,
,64605,  ,344.34,194.73,,010,N,
,64610,  ,399.92,274.10,,010,N,
N/R,64611,,63.80,57.58,PA,010,N,
,64612,  ,95.14,85.59,,010,N,
,64613,  ,92.03,80.03,,010,N,
,64614,  ,100.04,85.81,,010,N,
,64620,  ,158.72,98.03,,010,N,
,64622,  ,188.51,104.70,,010,N,
,64623,  ,69.80,29.12,,000,N,
,64626,  ,223.19,140.72,,010,N,
,64627,  ,95.14,34.23,,000,N,
,64630,  ,132.27,110.71,,010,N,
,64632,,50.68,43.13,,010,N,
,64640,  ,128.49,99.81,,010,N,
,64650,  ,39.35,23.12,PA,000,N,
,64653,  ,47.13,30.01,PA,000,N,
,64680,  ,176.95,94.48,,010,N,
,64681,  ,216.52,119.60,,010,N,
,64702,  ,269.87,269.87,,090,N,
,64704,  ,188.29,188.29,,090,Y,
,64708,  ,272.98,272.98,,090,Y,
,64712,  ,311.66,311.66,,090,Y,
,64713,  ,434.37,434.37,,090,Y,
,64714,  ,379.47,379.47,,090,Y,
,64716,  ,302.33,302.33,,090,Y,
,64718,  ,325.67,325.67,,090,N,
,64719,  ,221.86,221.86,,090,N,
,64721,  ,236.53,235.64,,090,N,
,64722,  ,193.85,193.85,,090,Y,
,64726,  ,162.28,162.28,,090,N,
,64727,  ,106.93,106.93,,000,N,
,64732,  ,227.19,227.19,,090,Y,
,64734,  ,236.75,236.75,,090,N,
,64736,  ,242.08,242.08,,090,Y,
,64738,  ,278.99,278.99,,090,Y,
,64740,  ,262.31,262.31,,090,Y,
,64742,  ,271.21,271.21,,090,Y,
,64744,  ,247.64,247.64,,090,N,
,64746,  ,261.42,261.42,,090,Y,
,64752,  ,289.21,289.21,,090,Y,
,64755,  ,516.40,516.40,,090,Y,
,64760,  ,279.65,279.65,,090,Y,
,64761,  ,259.65,259.65,,090,Y,
,64763,  ,307.22,307.22,,090,Y,
,64766,  ,348.79,348.79,,090,Y,
,64771,  ,327.00,327.00,,090,Y,
,64772,  ,322.78,322.78,,090,Y,
,64774,  ,234.75,234.75,,090,N,
,64776,  ,222.08,222.08,,090,N,
,64778,  ,106.93,106.93,,000,N,
,64782,  ,261.20,261.20,,090,N,
,64783,  ,126.27,126.27,,000,N,
,64784,  ,413.26,413.26,,090,N,
,64786,  ,611.33,611.33,,090,Y,
,64787,  ,144.50,144.50,,000,N,
,64788,  ,221.41,221.41,,090,N,
,64790,  ,468.16,468.16,,090,N,
,64792,  ,638.67,638.67,,090,Y,
,64795,  ,111.59,111.59,,000,N,
,64802,  ,347.68,347.68,,090,Y,
,64804,  ,487.50,487.50,,090,Y,
,64809,  ,461.27,461.27,,090,Y,
,64818,  ,383.69,383.69,,090,Y,
,64820,  ,428.82,428.82,,090,N,
,64821,  ,390.14,390.14,,090,N,
,64822,  ,385.69,385.69,,090,N,
,64823,  ,437.49,437.49,,090,N,
,64831,  ,383.69,383.69,,090,N,
,64832,  ,197.40,197.40,,000,N,
,64834,  ,421.70,421.70,,090,N,
,64835,  ,459.94,459.94,,090,Y,
,64836,  ,460.38,460.38,,090,Y,
,64837,  ,215.85,215.85,,000,Y,
,64840,  ,491.95,491.95,,090,Y,
,64856,  ,578.65,578.65,,090,N,
,64857,  ,604.21,604.21,,090,Y,
,64858,  ,681.13,681.13,,090,Y,
,64859,  ,148.05,148.05,,000,Y,
,64861,  ,771.83,771.83,,090,Y,
,64862,  ,800.95,800.95,,090,Y,
,64864,  ,500.84,500.84,,090,Y,
,64865,  ,660.90,660.90,,090,Y,
,64866,  ,681.35,681.35,,090,Y,
,64868,  ,601.32,601.32,,090,Y,
,64870,  ,617.77,617.77,,090,Y,
,64872,  ,69.14,69.14,,000,Y,
,64874,  ,100.04,100.04,,000,Y,
,64876,  ,115.37,115.37,,000,Y,
,64885,  ,650.01,650.01,,090,Y,
,64886,  ,770.49,770.49,,090,Y,
,64890,  ,620.88,620.88,,090,Y,
,64891,  ,655.12,655.12,,090,Y,
,64892,  ,601.54,601.54,,090,Y,
,64893,  ,635.56,635.56,,090,Y,
,64895,  ,753.37,753.37,,090,Y,
,64896,  ,871.64,871.64,,090,Y,
,64897,  ,725.81,725.81,,090,Y,
,64898,  ,790.28,790.28,,090,Y,
,64901,  ,357.68,357.68,,000,Y,
,64902,  ,411.92,411.92,,000,Y,
,64905,  ,586.65,586.65,,090,Y,
,64907,  ,704.02,704.02,,090,Y,
,64910,,465.94,465.94,,090,Y,
,64911,,#,#,,090,Y,
,64999,  ,B.R.,B.R.,,090,N,
,65091,  ,351.01,351.01,,090,N,
,65093,  ,348.12,348.12,,090,N,
,65101,  ,405.92,405.92,,090,N,
,65103,  ,423.93,423.93,,090,N,
,65105,  ,468.39,468.39,,090,Y,
,65110,  ,666.90,666.90,,090,Y,
,65112,  ,780.50,780.50,,090,Y,
,65114,  ,817.40,817.40,,090,Y,
,65125,  ,246.75,159.83,,090,N,
,65130,  ,402.14,402.14,,090,N,
,65135,  ,409.25,409.25,,090,N,
,65140,  ,439.04,439.04,,090,N,
,65150,  ,310.78,310.78,,090,N,
,65155,  ,469.05,469.05,,090,N,
,65175,  ,355.90,355.90,,090,N,
,65205,  ,30.90,24.68,,000,N,
,65210,  ,37.79,30.01,,000,N,
,65220,  ,31.57,24.01,,000,N,
,65222,  ,41.79,32.90,,000,N,
,65235,  ,384.36,384.36,,090,N,
,65260,  ,513.96,513.96,,090,Y,
,65265,  ,602.66,602.66,,090,Y,
,65270,  ,143.16,77.81,,010,N,
,65272,  ,265.20,187.62,,090,N,
,65273,  ,205.18,205.18,,090,N,
,65275,  ,305.44,250.09,,090,N,
,65280,  ,373.46,373.46,,090,N,
,65285,  ,577.09,577.09,,090,N,
,65286,  ,379.69,270.32,,090,N,
,65290,  ,273.43,273.43,,090,N,
,65400,  ,365.68,326.56,,090,N,
,65410,  ,78.92,58.69,,000,N,
,65420,  ,276.76,203.63,,090,N,
,65426,  ,350.57,260.31,,090,N,
,65430,  ,63.13,57.58,,000,N,
,65435,  ,44.02,38.68,,000,N,
,65436,  ,212.52,204.52,,090,N,
,65450,  ,174.51,172.50,,090,N,
,65600,  ,211.63,184.95,,090,N,
,65710,  ,605.10,605.10,,090,Y,
,65730,  ,672.24,672.24,,090,Y,
,65750,  ,677.57,677.57,,090,Y,
,65755,  ,675.35,675.35,,090,Y,
,65756,,638.22,638.22,,090,Y,
,65757,,B.R.,B.R.,,000,N,
,65760,  ,#,#,,000,N,
,65765,  ,#,#,,000,N,
,65767,  ,#,#,,000,N,
,65770,  ,825.84,825.84,,090,Y,
,65771,  ,#,#,,000,N,
,65772,  ,243.42,219.85,,090,N,
,65775,  ,295.44,295.44,,090,N,
N/R,65778,,825.18,48.02,,010,N,
N/R,65779,,742.93,186.51,,010,N,
,65780,  ,482.61,482.61,PA,090,N,
,65781,  ,722.70,722.70,PA,090,Y,
,65782,  ,645.34,645.34,PA,090,N,
,65800,  ,82.25,72.69,,000,N,
,65805,  ,90.48,73.58,,000,N,
,65810,  ,256.09,256.09,,090,N,
,65815,  ,346.34,261.65,,090,N,
,65820,  ,401.03,401.03,,090,N,
,65850,  ,467.27,467.27,,090,N,
,65855,  ,186.07,164.72,,010,N,
,65860,  ,178.73,150.27,,090,N,
,65865,  ,254.09,254.09,,090,N,
,65870,  ,325.00,325.00,,090,N,
,65875,  ,342.56,342.56,,090,N,
,65880,  ,354.57,354.57,,090,N,
,65900,  ,518.18,518.18,,090,Y,
,65920,  ,427.93,427.93,,090,N,
,65930,  ,354.35,354.35,,090,N,
,66020,  ,99.15,70.47,,010,N,
,66030,  ,88.70,60.02,,010,N,
,66130,  ,387.47,320.78,,090,N,
,66150,  ,465.05,465.05,,090,N,
,66155,  ,464.61,464.61,,090,N,
,66160,  ,526.85,526.85,,090,N,
,66165,  ,455.49,455.49,,090,Y,
,66170,  ,648.89,648.89,,090,Y,
,66172,  ,817.17,817.17,,090,Y,
N,66174,,#,#,,090,Y,
N,66175,,#,#,,090,Y,
,66180,  ,640.45,640.45,,090,Y,
,66185,  ,411.26,411.26,,090,Y,
,66220,  ,399.03,399.03,,090,Y,
,66225,  ,518.85,518.85,,090,N,
,66250,  ,408.59,307.00,,090,N,
,66500,  ,188.07,188.07,,090,N,
,66505,  ,206.07,206.07,,090,N,
,66600,  ,440.38,440.38,,090,N,
,66605,  ,566.64,566.64,,090,N,
,66625,  ,233.64,233.64,,090,N,
