"Colorado Medicaid Fee Schedule January 1, 2015",,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after Januar  1, 2015 Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,
86825,,58.46,1.00,$58.46,000,999,000,No,
86826,,19.49,1.00,$19.49,000,999,000,No,
86849,,,,$3.73,000,999,000,No,
86850,,7.29,1.00,$7.29,000,999,000,No,
86860,,26.12,1.00,$26.12,000,999,000,No,
86870,,19.89,1.00,$19.89,000,999,000,No,
86880,,6.75,1.00,$6.75,000,999,000,No,
86885,,7.20,1.00,$7.20,000,999,000,No,
86886,,6.50,1.00,$6.50,000,999,000,No,
86890,,75.07,1.00,$75.07,000,999,000,No,
86900,,3.73,1.00,$3.73,000,999,000,No,
86901,,5.03,1.00,$5.03,000,999,000,No,
86902,,4.09,1.00,$4.09,000,999,000,No,
86904,,11.95,1.00,$11.95,000,999,000,No,
86905,,4.80,1.00,$4.80,000,999,000,No,
86906,,8.08,1.00,$8.08,000,999,000,No,
86910,,23.16,1.00,$23.16,000,999,000,No,
86911,,6.57,1.00,$6.57,000,999,000,No,
86920,,11.64,1.00,$11.64,000,999,000,No,
86921,,13.52,1.00,$13.52,000,999,000,No,
86922,,14.56,1.00,$14.56,000,999,000,No,
86923,,7.02,1.00,$7.02,000,999,000,No,
86927,,13.61,1.00,$13.61,000,999,000,No,
86930,,36.39,1.00,$36.39,000,999,000,No,
86931,,54.60,1.00,$54.60,000,999,000,No,
86932,,72.79,1.00,$72.79,000,999,000,No,
86940,,10.30,1.00,$10.30,000,999,000,No,
86941,,15.23,1.00,$15.23,000,999,000,No,
86945,,25.26,1.00,$25.26,000,999,000,No,
86950,,49.32,1.00,$49.32,000,999,000,No,
86960,,24.05,1.00,$24.05,000,999,000,No,
86965,,7.02,1.00,$7.02,000,999,000,No,
86970,,3.50,1.00,$3.50,000,999,000,No,
86971,,3.60,1.00,$3.60,000,999,000,No,
86972,,4.01,1.00,$4.01,000,999,000,No,
86975,,25.05,1.00,$25.05,000,999,000,No,
86976,,26.06,1.00,$26.06,000,999,000,No,
86977,,16.54,1.00,$16.54,000,999,000,No,
86978,,25.26,1.00,$25.26,000,999,000,No,
86985,,5.44,1.00,$5.44,000,999,000,No,
86999,26,,,$5.94,000,999,000,No,
86999,,,,$5.94,000,999,000,No,
87003,,21.18,1.00,$21.18,000,999,000,No,
87015,26,6.23,1.00,$6.23,000,999,000,No,
87015,,8.40,1.00,$8.40,000,999,000,No,
87040,,12.98,1.00,$12.98,000,999,000,No,
87045,,11.86,1.00,$11.86,000,999,000,No,
87046,,2.97,1.00,$2.97,000,999,000,No,
87070,,10.82,1.00,$10.82,000,999,000,No,
87071,,5.94,1.00,$5.94,000,999,000,No,
87073,,5.94,1.00,$5.94,000,999,000,No,
87075,26,8.82,1.00,$8.82,000,999,000,No,
87075,,9.00,1.00,$9.00,000,999,000,No,
87076,26,6.61,1.00,$6.61,000,999,000,No,
87076,,6.74,1.00,$6.74,000,999,000,No,
87077,,8.89,1.00,$8.89,000,999,000,No,
87081,,8.34,1.00,$8.34,000,999,000,No,
87084,,10.82,1.00,$10.82,000,999,000,No,
87086,,10.15,1.00,$10.15,000,999,000,No,
87088,,10.17,1.00,$10.17,000,999,000,No,
87101,,9.70,1.00,$9.70,000,999,000,No,
87102,,10.56,1.00,$10.56,000,999,000,No,
87103,,11.35,1.00,$11.35,000,999,000,No,
87106,,12.98,1.00,$12.98,000,999,000,No,
87107,,12.98,1.00,$12.98,000,999,000,No,
87109,,19.36,1.00,$19.36,000,999,000,No,
87110,,24.64,1.00,$24.64,000,999,000,No,
87116,,13.58,1.00,$13.58,000,999,000,No,
87118,,13.76,1.00,$13.76,000,999,000,No,
87140,,7.01,1.00,$7.01,000,999,000,No,
87143,,15.75,1.00,$15.75,000,999,000,No,
87147,,6.50,1.00,$6.50,000,999,000,No,
87149,,25.20,1.00,$25.20,000,999,000,No,
87150,,37.78,1.00,$37.78,000,999,000,No,
87152,,6.57,1.00,$6.57,000,999,000,No,
87153,,124.19,1.00,$124.19,000,999,000,No,
87158,,6.57,1.00,$6.57,000,999,000,No,
87164,26,11.92,1.00,$11.92,000,999,000,No,
87164,,13.50,1.00,$13.50,000,999,000,No,
87166,,14.20,1.00,$14.20,000,999,000,No,
87168,,5.39,1.00,$5.39,000,999,000,No,
87169,,5.39,1.00,$5.39,000,999,000,No,
87172,,5.39,1.00,$5.39,000,999,000,No,
87176,,7.42,1.00,$7.42,000,999,000,No,
87177,,11.21,1.00,$11.21,000,999,000,No,
87181,,5.98,1.00,$5.98,000,999,000,No,
87184,,8.67,1.00,$8.67,000,999,000,No,
87185,,5.98,1.00,$5.98,000,999,000,No,
87186,,10.85,1.00,$10.85,000,999,000,No,
87187,,13.04,1.00,$13.04,000,999,000,No,
87188,,8.35,1.00,$8.35,000,999,000,No,
87190,,5.36,1.00,$5.36,000,999,000,No,
87197,,18.89,1.00,$18.89,000,999,000,No,
87205,26,3.98,1.00,$3.98,000,999,000,No,
87205,,5.39,1.00,$5.39,000,999,000,No,
87206,26,5.01,1.00,$5.01,000,999,000,No,
87206,,5.11,1.00,$5.11,000,999,000,No,
87207,26,13.62,1.00,$13.62,000,999,000,No,
87207,,11.28,1.00,$11.28,000,999,000,No,
87209,,16.27,1.00,$16.27,000,999,000,No,
87210,26,3.98,1.00,$3.98,000,999,000,No,
87210,,4.06,1.00,$4.06,000,999,000,No,
87220,,5.39,1.00,$5.39,000,999,000,No,
87230,,24.83,1.00,$24.83,000,999,000,No,
87250,26,18.23,1.00,$18.23,000,999,000,No,
87250,,25.88,1.00,$25.88,000,999,000,No,
87252,,32.78,1.00,$32.78,000,999,000,No,
87253,26,18.84,1.00,$18.84,000,999,000,No,
87253,,19.22,1.00,$19.22,000,999,000,No,
87254,,6.15,1.00,$6.15,000,999,000,No,
87255,,29.41,1.00,$29.41,000,999,000,No,
87260,,15.10,1.00,$15.10,000,999,000,No,
87265,,15.10,1.00,$15.10,000,999,000,No,
87267,,15.26,1.00,$15.26,000,999,000,No,
87269,,15.64,1.00,$15.64,000,999,000,No,
87270,,15.10,1.00,$15.10,000,999,000,No,
87271,,15.26,1.00,$15.26,000,999,000,No,
87272,,15.10,1.00,$15.10,000,999,000,No,
87273,,15.10,1.00,$15.10,000,999,000,No,
87274,,15.10,1.00,$15.10,000,999,000,No,
87275,,15.10,1.00,$15.10,000,999,000,No,
87276,,15.10,1.00,$15.10,000,999,000,No,
87277,,15.10,1.00,$15.10,000,999,000,No,
87278,,15.10,1.00,$15.10,000,999,000,No,
87279,,15.10,1.00,$15.10,000,999,000,No,
87280,,15.10,1.00,$15.10,000,999,000,No,
87281,,15.10,1.00,$15.10,000,999,000,No,
87283,,15.10,1.00,$15.10,000,999,000,No,
87285,,15.10,1.00,$15.10,000,999,000,No,
87290,,15.10,1.00,$15.10,000,999,000,No,
87299,,15.10,1.00,$15.10,000,999,000,No,
87300,,7.53,1.00,$7.53,000,999,000,No,
87301,,15.10,1.00,$15.10,000,999,000,No,
87305,,12.05,1.00,$12.05,000,999,000,No,
87320,,15.10,1.00,$15.10,000,999,000,No,
87324,,15.10,1.00,$15.10,000,999,000,No,
87327,,15.10,1.00,$15.10,000,999,000,No,
87328,,15.10,1.00,$15.10,000,999,000,No,
87329,,15.64,1.00,$15.64,000,999,000,No,
87332,,15.10,1.00,$15.10,000,999,000,No,
87335,,15.10,1.00,$15.10,000,999,000,No,
87336,,15.10,1.00,$15.10,000,999,000,No,
87337,,15.10,1.00,$15.10,000,999,000,No,
87338,,15.10,1.00,$15.10,000,999,000,No,
87339,,15.10,1.00,$15.10,000,999,000,No,
87340,,12.98,1.00,$12.98,000,999,000,No,
87341,,12.98,1.00,$12.98,000,999,000,No,
87350,,14.48,1.00,$14.48,000,999,000,No,
87380,,20.64,1.00,$20.64,000,999,000,No,
87385,,15.10,1.00,$15.10,000,999,000,No,
87390,,22.20,1.00,$22.20,000,999,000,No,
87391,,22.20,1.00,$22.20,000,999,000,No,
87400,,15.10,1.00,$15.10,000,999,000,No,
87420,,15.10,1.00,$15.10,000,999,000,No,
87425,,15.10,1.00,$15.10,000,999,000,No,
87427,,15.10,1.00,$15.10,000,999,000,No,
87430,,15.10,1.00,$15.10,000,999,000,No,
87449,,15.10,1.00,$15.10,000,999,000,No,
87450,,12.06,1.00,$12.06,000,999,000,No,
87451,,12.06,1.00,$12.06,000,999,000,No,
87470,,25.20,1.00,$25.20,000,999,000,No,
87471,,44.14,1.00,$44.14,000,999,000,No,
87472,,53.87,1.00,$53.87,000,999,000,No,
87475,,25.20,1.00,$25.20,000,999,000,No,
87476,,44.14,1.00,$44.14,000,999,000,No,
87477,,53.87,1.00,$53.87,000,999,000,No,
87480,,25.20,1.00,$25.20,000,999,000,No,
87481,,44.14,1.00,$44.14,000,999,000,No,
87482,,52.49,1.00,$52.49,000,999,000,No,
87485,,25.20,1.00,$25.20,000,999,000,No,
87486,,44.14,1.00,$44.14,000,999,000,No,
87487,,53.87,1.00,$53.87,000,999,000,No,
87490,,25.20,1.00,$25.20,000,999,000,No,
87491,,44.14,1.00,$44.14,000,999,000,No,
87492,,43.95,1.00,$43.95,000,999,000,No,
87493,,37.78,1.00,$37.78,000,999,000,No,
87495,,25.20,1.00,$25.20,000,999,000,No,
87496,,44.14,1.00,$44.14,000,999,000,No,
87497,,53.87,1.00,$53.87,000,999,000,No,
87498,,35.23,1.00,$35.23,000,999,000,No,
87500,,35.23,1.00,$35.23,000,999,000,No,
87501,,54.84,1.00,$54.84,000,999,000,No,
87502,,90.92,1.00,$90.92,000,999,000,No,
87503,,22.20,1.00,$22.20,000,999,000,No,
87505,,,,Not a benefit,,,,,
87506,,,,Not a benefit,,,,,
87507,,,,Not a benefit,,,,,
87510,,25.20,1.00,$25.20,000,999,000,No,
87511,,44.14,1.00,$44.14,000,999,000,No,
87512,,52.49,1.00,$52.49,000,999,000,No,
87515,,25.20,1.00,$25.20,000,999,000,No,
87516,,44.14,1.00,$44.14,000,999,000,No,
87517,,53.87,1.00,$53.87,000,999,000,No,
87520,,25.20,1.00,$25.20,000,999,000,No,
87521,,44.14,1.00,$44.14,000,999,000,No,
87522,,53.87,1.00,$53.87,000,999,000,No,
87525,,25.20,1.00,$25.20,000,999,000,No,
87526,,44.14,1.00,$44.14,000,999,000,No,
87527,,52.49,1.00,$52.49,000,999,000,No,
87528,,25.20,1.00,$25.20,000,999,000,No,
87529,,44.14,1.00,$44.14,000,999,000,No,
87530,,53.87,1.00,$53.87,000,999,000,No,
87531,,25.20,1.00,$25.20,000,999,000,No,
87532,,44.14,1.00,$44.14,000,999,000,No,
87533,,52.49,1.00,$52.49,000,999,000,No,
87534,,25.20,1.00,$25.20,000,999,000,No,
87535,,44.14,1.00,$44.14,000,999,000,No,
87536,,107.00,1.00,$107.00,000,999,000,No,
87537,,25.20,1.00,$25.20,000,999,000,No,
87538,,44.14,1.00,$44.14,000,999,000,No,
87539,,53.87,1.00,$53.87,000,999,000,No,
87540,,25.20,1.00,$25.20,000,999,000,No,
87541,,44.14,1.00,$44.14,000,999,000,No,
87542,,52.49,1.00,$52.49,000,999,000,No,
87550,,25.20,1.00,$25.20,000,999,000,No,
87551,,44.14,1.00,$44.14,000,999,000,No,
87552,,53.87,1.00,$53.87,000,999,000,No,
87555,,25.20,1.00,$25.20,000,999,000,No,
87556,,44.14,1.00,$44.14,000,999,000,No,
87557,,53.87,1.00,$53.87,000,999,000,No,
87560,,25.20,1.00,$25.20,000,999,000,No,
87561,,44.14,1.00,$44.14,000,999,000,No,
87562,,53.87,1.00,$53.87,000,999,000,No,
87580,,25.20,1.00,$25.20,000,999,000,No,
87581,,44.14,1.00,$44.14,000,999,000,No,
87582,,52.49,1.00,$52.49,000,999,000,No,
87590,,25.20,1.00,$25.20,000,999,000,No,
87591,,44.14,1.00,$44.14,000,999,000,No,
87592,,53.87,1.00,$53.87,000,999,000,No,
87623,,44.14,1.00,$44.14,000,999,000,No,
87624,,44.14,1.00,$44.14,000,999,000,No,
87625,,44.14,1.00,$44.14,000,999,000,No,
87631,,90.92,1.00,$90.92,000,999,000,No,
87633,,481.52,1.00,$481.52,000,999,000,No,
87640,,35.23,1.00,$35.23,000,999,000,No,
87641,,35.23,1.00,$35.23,000,999,000,No,
87650,,25.20,1.00,$25.20,000,999,000,No,
87651,,44.14,1.00,$44.14,000,999,000,No,
87652,,52.49,1.00,$52.49,000,999,000,No,
87653,,35.23,1.00,$35.23,000,999,000,No,
87660,,26.15,1.00,$26.15,000,999,000,No,
87661,,35.90,1.00,$35.90,000,999,000,No,
87797,,25.20,1.00,$25.20,000,999,000,No,
87798,,44.14,1.00,$44.14,000,999,000,No,
87799,,53.87,1.00,$53.87,000,999,000,No,
87800,,25.25,1.00,$25.25,000,999,000,No,
87801,,44.14,1.00,$44.14,000,999,000,No,
87802,,15.10,1.00,$15.10,000,999,000,No,
87803,,15.10,1.00,$15.10,000,999,000,No,
87804,,15.10,1.00,$15.10,000,999,000,No,
87806,,24.58,1.00,$24.58,000,999,000,No,
87807,,11.41,1.00,$11.41,000,999,000,No,
87808,,1.53,8.01,$12.26,000,999,000,No,
87809,,12.05,1.00,$12.05,000,999,000,No,
87810,,15.10,1.00,$15.10,000,999,000,No,
87850,,15.10,1.00,$15.10,000,999,000,No,
87880,,15.10,1.00,$15.10,000,999,000,No,
87899,,15.10,1.00,$15.10,000,999,000,No,
87900,,123.83,1.00,$123.83,000,999,000,No,
87901,,323.72,1.00,$323.72,000,999,000,No,
87902,,323.72,1.00,$323.72,000,999,000,No,
87903,,614.45,1.00,$614.45,000,999,000,No,
87904,,32.78,1.00,$32.78,000,999,000,No,
87905,,5.51,1.00,$5.51,000,999,000,No,
87906,,137.54,1.00,$137.54,000,999,000,No,
87999,,,,Code is manually priced,000,999,000,No,
88000,,,,Not a benefit,,,,,
88005,,,,Not a benefit,,,,,
88007,,,,Not a benefit,,,,,
88012,,,,Not a benefit,,,,,
88014,,,,Not a benefit,,,,,
88016,,,,Not a benefit,,,,,
88020,,,,Not a benefit,,,,,
88025,,,,Not a benefit,,,,,
88027,,,,Not a benefit,,,,,
88028,,,,Not a benefit,,,,,
88029,,,,Not a benefit,,,,,
88036,,,,Not a benefit,,,,,
88037,,,,Not a benefit,,,,,
88040,,,,Not a benefit,,,,,
88045,,,,Not a benefit,,,,,
88099,,,,Not a benefit,,,,,
88104,26,2.50,8.01,$20.03,000,999,000,No,
88104,TC,2.50,8.01,$20.03,000,999,000,No,
88104,,5.00,8.01,$40.05,000,999,000,No,
88106,26,2.50,8.01,$20.03,000,999,000,No,
88106,TC,2.50,8.01,$20.03,000,999,000,No,
88106,,5.00,8.01,$40.05,000,999,000,No,
88108,26,3.00,8.01,$24.03,000,999,000,No,
88108,TC,2.00,8.01,$16.02,000,999,000,No,
88108,,5.00,8.01,$40.05,000,999,000,No,
88112,26,5.25,8.01,$42.05,000,999,000,No,
88112,TC,4.54,8.01,$36.37,000,999,000,No,
88112,,9.80,8.01,$78.50,000,999,000,No,
88120,26,5.03,8.01,$40.29,000,999,000,No,
88120,TC,38.90,8.01,$311.59,000,999,000,No,
88120,,43.93,8.01,$351.88,000,999,000,No,
88121,26,4.47,8.01,$35.80,000,999,000,No,
88121,TC,32.63,8.01,$261.37,000,999,000,No,
88121,,37.10,8.01,$297.17,000,999,000,No,
88125,26,1.48,8.01,$11.85,000,999,000,No,
88125,TC,0.94,8.01,$7.53,000,999,000,No,
88125,,2.42,8.01,$19.38,000,999,000,No,
88130,,18.92,1.00,$18.92,000,999,000,No,
88140,,3.63,1.00,$3.63,000,999,000,No,
88141,,15.10,1.00,$15.10,000,999,000,No,
88142,,25.48,1.00,$25.48,000,999,000,No,
88143,,19.11,1.00,$19.11,000,999,000,No,
88147,,14.31,1.00,$14.31,000,999,000,No,
88148,,19.11,1.00,$19.11,000,999,000,No,
88150,,13.29,1.00,$13.29,000,999,000,No,
88152,,13.29,1.00,$13.29,000,999,000,No,
88153,,13.29,1.00,$13.29,000,999,000,No,
88154,,13.29,1.00,$13.29,000,999,000,No,
88155,,7.52,1.00,$7.52,000,999,000,No,
88160,26,2.50,8.01,$20.03,000,999,000,No,
88160,TC,2.50,8.01,$20.03,000,999,000,No,
88160,,5.00,8.01,$40.05,000,999,000,No,
88161,26,2.50,8.01,$20.03,000,999,000,No,
88161,TC,2.50,8.01,$20.03,000,999,000,No,
88161,,5.00,8.01,$40.05,000,999,000,No,
88162,26,3.16,8.01,$25.31,000,999,000,No,
88162,TC,1.37,8.01,$10.97,000,999,000,No,
88162,,4.53,8.01,$36.29,000,999,000,No,
88164,,13.29,1.00,$13.29,000,999,000,No,
88165,,13.29,1.00,$13.29,000,999,000,No,
88166,,6.50,1.00,$6.50,000,999,000,No,
88167,,13.29,1.00,$13.29,000,999,000,No,
88172,26,3.38,8.01,$27.07,000,999,000,No,
88172,TC,2.50,8.01,$20.03,000,999,000,No,
88172,,5.92,8.01,$47.42,000,999,000,No,
88173,26,6.19,8.01,$49.58,000,999,000,No,
88173,TC,2.27,8.01,$18.18,000,999,000,No,
88173,,8.46,8.01,$67.76,000,999,000,No,
88174,,13.42,1.00,$13.42,000,999,000,No,
88175,,13.42,1.00,$13.42,000,999,000,No,
88177,26,2.06,8.01,$16.50,000,999,000,No,
88177,TC,0.61,8.01,$4.89,000,999,000,No,
88177,,2.67,8.01,$21.39,000,999,000,No,
88182,26,4.04,8.01,$32.36,000,999,000,No,
88182,TC,8.30,8.01,$66.48,000,999,000,No,
88182,,11.51,8.01,$92.20,000,999,000,No,
88184,TC,4.40,8.01,$35.24,000,999,000,No,
88185,TC,2.16,8.01,$17.30,000,999,000,No,
88187,26,5.97,8.01,$47.82,000,999,000,No,
88188,26,7.45,8.01,$59.67,000,999,000,No,
88189,26,9.81,8.01,$78.58,000,999,000,No,
88199,26,,,Code is manually priced,000,999,000,No,
88199,,,,Code is manually priced,000,999,000,No,
88230,,46.36,1.00,$46.36,000,999,000,No,
88233,,92.72,1.00,$92.72,000,999,000,No,
88235,,92.72,1.00,$92.72,000,999,000,No,
88237,,158.81,1.00,$158.81,000,999,000,No,
88239,,185.52,1.00,$185.52,000,999,000,No,
88240,,12.70,1.00,$12.70,000,999,000,No,
88241,,12.70,1.00,$12.70,000,999,000,No,
88245,,187.17,1.00,$187.17,000,999,000,No,
88248,,217.76,1.00,$217.76,000,999,000,No,
88249,,217.76,1.00,$217.76,000,999,000,No,
88261,,222.23,1.00,$222.23,000,999,000,No,
88262,,156.73,1.00,$156.73,000,999,000,No,
88263,,188.96,1.00,$188.96,000,999,000,No,
88264,,156.73,1.00,$156.73,000,999,000,No,
88267,,226.05,1.00,$226.05,000,999,000,No,
88269,,209.13,1.00,$209.13,000,999,000,No,
88271,,26.94,1.00,$26.94,000,999,000,No,
88272,,33.66,1.00,$33.66,000,999,000,No,
88273,,40.40,1.00,$40.40,000,999,000,No,
88274,,43.78,1.00,$43.78,000,999,000,No,
88275,,50.51,1.00,$50.51,000,999,000,No,
88280,,31.57,1.00,$31.57,000,999,000,No,
88283,,86.25,1.00,$86.25,000,999,000,No,
88285,,23.89,1.00,$23.89,000,999,000,No,
88289,,43.30,1.00,$43.30,000,999,000,No,
88291,,18.68,1.00,$18.68,000,999,000,No,
88299,,,,Code is manually priced,000,999,000,No,
88300,26,0.48,8.01,$3.84,000,999,000,No,
88300,TC,1.80,8.01,$14.42,000,999,000,No,
88300,,0.50,8.01,$4.01,000,999,000,No,
88302,26,0.73,8.01,$5.85,000,999,000,No,
88302,TC,4.10,8.01,$32.84,000,999,000,No,
88302,,1.20,8.01,$9.61,000,999,000,No,
88304,26,1.23,8.01,$9.85,000,999,000,No,
88304,TC,1.60,8.01,$12.82,000,999,000,No,
88304,,5.20,8.01,$41.65,000,999,000,No,
88305,26,4.24,8.01,$33.96,000,999,000,No,
88305,TC,2.20,8.01,$17.62,000,999,000,No,
88305,,7.30,8.01,$58.47,000,999,000,No,
88307,26,7.10,8.01,$56.87,000,999,000,No,
88307,TC,3.00,8.01,$24.03,000,999,000,No,
88307,,10.10,8.01,$80.90,000,999,000,No,
88309,26,9.40,8.01,$75.29,000,999,000,No,
88309,TC,4.00,8.01,$32.04,000,999,000,No,
88309,,13.40,8.01,$107.33,000,999,000,No,
88311,26,0.20,8.01,$1.60,000,999,000,No,
88311,TC,0.60,8.01,$4.81,000,999,000,No,
88311,,0.80,8.01,$6.41,000,999,000,No,
88312,26,0.50,8.01,$4.01,000,999,000,No,
88312,TC,1.20,8.01,$9.61,000,999,000,No,
88312,,1.70,8.01,$13.62,000,999,000,No,
88313,26,0.20,8.01,$1.60,000,999,000,No,
88313,TC,0.60,8.01,$4.81,000,999,000,No,
88313,,0.80,8.01,$6.41,000,999,000,No,
88314,26,1.20,8.01,$9.61,000,999,000,No,
88314,TC,3.80,8.01,$30.44,000,999,000,No,
88314,,5.00,8.01,$40.05,000,999,000,No,
88319,26,2.30,8.01,$18.42,000,999,000,No,
88319,TC,2.20,8.01,$17.62,000,999,000,No,
88319,,4.50,8.01,$36.05,000,999,000,No,
88321,,6.10,8.01,$48.86,000,999,000,No,
88323,26,6.36,8.01,$50.94,000,999,000,No,
88323,TC,4.26,8.01,$34.12,000,999,000,No,
88323,,10.62,8.01,$85.07,000,999,000,No,
88325,,10.20,8.01,$81.70,000,999,000,No,
88329,,10.45,2.78,$29.05,000,999,000,No,
88331,26,5.60,8.01,$44.86,000,999,000,No,
88331,TC,1.75,8.01,$14.02,000,999,000,No,
88331,,7.35,8.01,$58.87,000,999,000,No,
88332,26,2.80,8.01,$22.43,000,999,000,No,
88332,TC,0.88,8.01,$7.05,000,999,000,No,
88332,,3.68,8.01,$29.48,000,999,000,No,
88333,26,5.54,8.01,$44.38,000,999,000,No,
88333,TC,1.85,8.01,$14.82,000,999,000,No,
88333,,7.39,8.01,$59.19,000,999,000,No,
88334,26,2.72,8.01,$21.79,000,999,000,No,
88334,TC,1.13,8.01,$9.05,000,999,000,No,
88334,,3.85,8.01,$30.84,000,999,000,No,
88341,,6.44,8.01,$51.58,000,999,000,No,
88341,TC,1.22,8.01,$9.77,000,999,000,No,
88341,26,5.22,8.01,$41.81,000,999,000,No,
88342,26,3.82,8.01,$30.60,000,999,000,No,
88342,TC,2.89,8.01,$23.15,000,999,000,No,
88342,,6.71,8.01,$53.75,000,999,000,No,
88344,,6.71,8.01,$53.75,000,999,000,No,
88344,TC,2.89,8.01,$23.15,000,999,000,No,
88344,26,3.82,8.01,$30.60,000,999,000,No,
88346,26,4.08,8.01,$32.68,000,999,000,No,
88346,TC,2.60,8.01,$20.83,000,999,000,No,
88346,,6.67,8.01,$53.43,000,999,000,No,
88347,26,3.94,8.01,$31.56,000,999,000,No,
88347,TC,3.84,8.01,$30.76,000,999,000,No,
88347,,7.78,8.01,$62.32,000,999,000,No,
88348,26,8.45,8.01,$67.68,000,999,000,No,
88348,TC,4.33,8.01,$34.68,000,999,000,No,
88348,,14.39,8.01,$115.26,000,999,000,No,
88355,26,9.03,8.01,$72.33,000,999,000,No,
88355,TC,8.49,8.01,$68.00,000,999,000,No,
88355,,17.51,8.01,$140.26,000,999,000,No,
88356,26,14.58,8.01,$116.79,000,999,000,No,
88356,TC,8.94,8.01,$71.61,000,999,000,No,
88356,,23.52,8.01,$188.40,000,999,000,No,
88358,26,5.14,8.01,$41.17,000,999,000,No,
88358,TC,2.28,8.01,$18.26,000,999,000,No,
88358,,8.68,8.01,$69.53,000,999,000,No,
88360,26,5.31,8.01,$42.53,000,999,000,No,
88360,TC,4.20,8.01,$33.64,000,999,000,No,
88360,,9.51,8.01,$76.18,000,999,000,No,
88361,26,4.35,8.01,$34.84,000,999,000,No,
88361,TC,6.82,8.01,$54.63,000,999,000,No,
88361,,11.17,8.01,$89.47,000,999,000,No,
88362,26,12.11,8.01,$97.00,000,999,000,No,
88362,TC,4.17,8.01,$33.40,000,999,000,No,
88362,,16.85,8.01,$134.97,000,999,000,No,
88363,,3.65,8.01,$29.24,000,999,000,No,
88364,,9.13,8.01,$73.13,000,999,000,No,
88364,TC,6.64,8.01,$53.19,000,999,000,No,
88364,26,2.56,8.01,$20.51,000,999,000,No,
88365,26,4.60,8.01,$36.85,000,999,000,No,
88365,TC,6.50,8.01,$52.07,000,999,000,No,
88365,,11.10,8.01,$88.91,000,999,000,No,
88366,,14.11,8.01,$113.02,000,999,000,No,
88366,TC,8.19,8.01,$65.60,000,999,000,No,
88366,26,5.91,8.01,$47.34,000,999,000,No,
88367,26,6.20,8.01,$49.66,000,999,000,No,
88367,TC,11.91,8.01,$95.40,000,999,000,No,
88367,,18.11,8.01,$145.06,000,999,000,No,
88368,26,6.73,8.01,$53.91,000,999,000,No,
88368,TC,9.70,8.01,$77.70,000,999,000,No,
88368,,16.43,8.01,$131.60,000,999,000,No,
88371,26,12.62,1.00,$12.62,000,999,000,No,
88371,,27.94,1.00,$27.94,000,999,000,No,
88372,26,13.12,1.00,$13.12,000,999,000,No,
88372,,13.38,1.00,$13.38,000,999,000,No,
88369,,6.96,8.01,$55.75,000,999,000,No,
88369,TC,4.61,8.01,$36.93,000,999,000,No,
88369,26,2.35,8.01,$18.82,000,999,000,No,
88373,,5.71,8.01,$45.74,000,999,000,No,
88373,TC,3.73,8.01,$29.88,000,999,000,No,
88373,26,1.98,8.01,$15.86,000,999,000,No,
88374,,19.33,8.01,$154.83,000,999,000,No,
88374,TC,15.10,8.01,$120.95,000,999,000,No,
88374,26,4.23,8.01,$33.88,000,999,000,No,
88377,,20.19,8.01,$161.72,000,999,000,No,
88377,TC,14.04,8.01,$112.46,000,999,000,No,
88377,26,6.14,8.01,$49.18,000,999,000,No,
88380,,15.88,8.01,$127.20,000,999,000,No,
88381,26,33.33,1.00,$33.33,000,999,000,No,
88381,TC,100.21,1.00,$100.21,000,999,000,No,
88381,,134.00,1.00,$134.00,000,999,000,No,
88387,26,2.32,8.01,$18.58,000,999,000,No,
88387,TC,0.58,8.01,$4.65,000,999,000,No,
88387,,2.91,8.01,$23.31,000,999,000,No,
88388,26,1.44,8.01,$11.53,000,999,000,No,
88388,TC,0.29,8.01,$2.32,000,999,000,No,
88388,,1.72,8.01,$13.78,000,999,000,No,
88399,26,,,Code is manually priced,000,999,000,No,
88399,TC,,,Code is manually priced,000,999,000,No,
88399,,,,Code is manually priced,000,999,000,No,
88720,,5.27,1.00,$5.27,000,999,000,No,
88738,,5.41,1.00,$5.41,000,999,000,No,
88740,,5.27,1.00,$5.27,000,999,000,No,
88741,,5.27,1.00,$5.27,000,999,000,No,
88749,,,,Code is manually priced,000,999,000,No,
89049,,15.84,8.01,$126.88,000,999,000,No,
89050,,5.36,1.00,$5.36,000,999,000,No,
89051,,6.93,1.00,$6.93,000,999,000,No,
89055,,5.44,1.00,$5.44,000,999,000,No,
89060,26,1.15,8.01,$9.21,000,999,000,No,
89060,,9.39,8.01,$75.21,000,999,000,No,
89125,,5.70,1.00,$5.70,000,999,000,No,
89160,,4.72,1.00,$4.72,000,999,000,No,
89190,,4.72,1.00,$4.72,000,999,000,No,
89220,,,,Not a benefit,,,,,
89230,,2.40,1.00,$2.40,000,999,000,No,
89240,,,,Code is manually priced,000,999,000,No,
89250,,,,Not a benefit,,,,,
89251,,,,Not a benefit,,,,,
89253,,,,Not a benefit,,,,,
89254,,,,Not a benefit,,,,,
89255,,,,Not a benefit,,,,,
89257,,,,Not a benefit,,,,,
89258,,,,Not a benefit,,,,,
